-595.429	0.086	11636341cytbx_znh17_0385
-595.419	0.096	11636325cytbx_znh1_0276
-595.417	0.086	11636341cytbx_znh17_0450
-595.402	0.103	11636330cytbx_znh6_0036
-595.396	0.099	11636334cytbx_znh10_0109
-595.395	0.088	11636330cytbx_znh6_0491
-595.381	0.095	11636338cytbx_znh14_0129
-595.371	0.092	11636339cytbx_znh15_0103
-595.368	0.088	11636338cytbx_znh14_0434
-595.364	0.093	11636331cytbx_znh7_0153
-595.352	0.089	11636328cytbx_znh4_0488
-595.340	0.098	11636331cytbx_znh7_0240
-595.338	0.098	11636334cytbx_znh10_0019
-595.324	0.092	11636343cytbx_znh19_0303
-595.314	0.087	11636331cytbx_znh7_0466
-595.303	0.090	11636326cytbx_znh2_0491
-595.300	0.089	11636326cytbx_znh2_0017
-595.297	0.104	11636341cytbx_znh17_0483
-595.272	0.094	11636333cytbx_znh9_0444
-595.247	0.086	11636333cytbx_znh9_0477
-595.233	0.096	11636333cytbx_znh9_0402
-595.231	0.091	11636333cytbx_znh9_0043
-595.226	0.093	11636339cytbx_znh15_0112
-595.223	0.090	11636343cytbx_znh19_0054
-595.222	0.090	11636334cytbx_znh10_0411
-595.216	0.081	11636330cytbx_znh6_0407
-595.193	0.089	11636343cytbx_znh19_0407
-595.189	0.087	11636317cytbx_znh20_0460
-595.185	0.088	11636332cytbx_znh8_0374
-595.162	0.085	11636326cytbx_znh2_0047
-595.152	0.099	11636339cytbx_znh15_0482
-595.144	0.093	11636341cytbx_znh17_0089
-595.137	0.100	11636342cytbx_znh18_0143
-595.129	0.091	11636325cytbx_znh1_0239
-595.117	0.089	11636334cytbx_znh10_0424
-595.108	0.092	11636331cytbx_znh7_0407
-595.096	0.092	11636325cytbx_znh1_0487
-595.095	0.093	11636317cytbx_znh20_0241
-595.090	0.091	11636340cytbx_znh16_0232
-595.085	0.081	11636333cytbx_znh9_0280
-595.062	0.102	11636328cytbx_znh4_0468
-595.055	0.101	11636334cytbx_znh10_0312
-595.050	0.094	11636342cytbx_znh18_0393
-595.048	0.098	11636317cytbx_znh20_0091
-595.044	0.098	11636325cytbx_znh1_0402
-595.043	0.091	11636343cytbx_znh19_0141
-595.042	0.095	11636336cytbx_znh12_0217
-595.038	0.096	11636328cytbx_znh4_0375
-595.028	0.101	11636342cytbx_znh18_0474
-595.025	0.102	11636326cytbx_znh2_0096
-595.024	0.096	11636337cytbx_znh13_0483
-595.011	0.096	11636331cytbx_znh7_0212
-595.008	0.082	11636341cytbx_znh17_0168
-595.000	0.098	11636332cytbx_znh8_0423
-594.993	0.095	11636338cytbx_znh14_0002
-594.978	0.083	11636340cytbx_znh16_0405
-594.978	0.095	11636337cytbx_znh13_0380
-594.966	0.088	11636328cytbx_znh4_0075
-594.955	0.092	11636341cytbx_znh17_0290
-594.954	0.080	11636317cytbx_znh20_0320
-594.950	0.098	11636339cytbx_znh15_0441
-594.941	0.090	11636332cytbx_znh8_0482
-594.936	0.095	11636343cytbx_znh19_0160
-594.932	0.086	11636338cytbx_znh14_0134
-594.931	0.080	11636342cytbx_znh18_0425
-594.920	0.093	11636342cytbx_znh18_0362
-594.904	0.084	11636334cytbx_znh10_0085
-594.899	0.094	11636317cytbx_znh20_0135
-594.889	0.097	11636333cytbx_znh9_0106
-594.880	0.100	11636343cytbx_znh19_0347
-594.866	0.094	11636333cytbx_znh9_0282
-594.856	0.102	11636339cytbx_znh15_0211
-594.853	0.090	11636337cytbx_znh13_0245
-594.840	0.090	11636342cytbx_znh18_0413
-594.837	0.095	11636339cytbx_znh15_0003
-594.830	0.087	11636342cytbx_znh18_0402
-594.804	0.110	11636325cytbx_znh1_0056
-594.793	0.096	11636338cytbx_znh14_0080
-594.787	0.087	11636337cytbx_znh13_0425
-594.771	0.099	11636339cytbx_znh15_0245
-594.760	0.118	11636339cytbx_znh15_0167
